ID,Session,MLTD,TotalTokens,MeanClauseLength,AvgDepLength,DepTypeEntropy,NominalDensity,NPComplexity,VPComplexity,MeanNPLength,PPDensity,Condition.x,Variety,Topic
6bfe8dac9c074897847663c0107bcfe3,2nd,83.15579361,631,7.252873563,2.993254637,3.024689638,1.109350238,0.194117647,11.2755102,1.588235294,1.315789474,Sty,UK,technology
77b6e002a0664d3abac934b5c4fd3783,1st,122.9135835,553,8.777777778,2.803468208,3.102194547,3.435804702,0.297101449,10.25675676,1.804347826,1.558823529,Sty,UK,dream
77b6e002a0664d3abac934b5c4fd3783,3rd,97.11923247,548,8.058823529,3.076923077,3.004110932,2.554744526,0.25,10.54054054,1.573529412,1.535714286,Sty,UK,workplace
77b6e002a0664d3abac934b5c4fd3783,2nd,88.54379181,565,7.337662338,3.231499051,3.003132268,3.539823009,0.348484848,9.837837838,1.825757576,0.947368421,Sty,UK,stereotype
64aacf9cd74d46df9f70971f82629782,1st,73.44934315,1215,8.804347826,3.372765957,3.129804275,1.152263374,0.293729373,14.25342466,1.785478548,3.125,Sty,UK,stereotype
64aacf9cd74d46df9f70971f82629782,2nd,70.67105993,633,9.447761194,3.640394089,3.076895158,0.315955766,0.303797468,14.49411765,1.658227848,2.708333333,Sty,UK,technology
64aacf9cd74d46df9f70971f82629782,3rd,64.21461181,1307,10.13178295,3.275258552,3.113600727,0.841622035,0.290322581,13.20134228,1.761290323,2.62,Sty,UK,disagreement
08f008d5ef33474397e114edd88544d6,1st,82.25644917,565,7.151898734,3.101123596,3.050645329,0.707964602,0.197368421,11.3373494,1.473684211,1.967741935,Sty,US,stereotype
08f008d5ef33474397e114edd88544d6,2nd,73.3057981,600,7.792207792,3.24738676,3.038416062,2.166666667,0.213793103,10.53488372,1.551724138,2.038461538,Sty,US,dream
08f008d5ef33474397e114edd88544d6,3rd,64.9802225,592,8,2.996447602,3.034536016,1.858108108,0.242236025,12.2278481,1.596273292,2.068965517,Sty,US,workplace
5945d0ffbfe242149d6435a53676d009,2nd,92.43875334,579,7.519480519,3.597864769,2.988875835,0.690846287,0.244897959,15.1369863,1.659863946,3.411764706,Sty,AUS,technology
5945d0ffbfe242149d6435a53676d009,3rd,81.58052147,552,7.459459459,3.368224299,3.03172102,3.079710145,0.263565891,12.32051282,1.682170543,2.529411765,Sty,AUS,disagreement
5945d0ffbfe242149d6435a53676d009,1st,67.08938888,555,8.043478261,3.896869245,3.011252636,1.261261261,0.219858156,18.34782609,1.539007092,5.416666667,Sty,AUS,stereotype
3e2f3e39972d4ec3857450e69cd10895,2nd,79.58929247,576,7.111111111,2.850828729,2.985144447,1.5625,0.117647059,10.8961039,1.418300654,1.696969697,Sty,US,technology
3e2f3e39972d4ec3857450e69cd10895,3rd,56.67916344,598,6.430107527,2.73070018,2.95371044,1.337792642,0.101265823,9.459183673,1.424050633,1.073170732,Sty,US,workplace
3e2f3e39972d4ec3857450e69cd10895,1st,56.32257394,560,7.368421053,2.84469697,3.034035125,1.785714286,0.156862745,10.52857143,1.549019608,1.65625,Sty,US,stereotype
d0401934bef748c3b550fc92227a515e,2nd,94.69109195,597,7.855263158,3.021164021,3.046114133,1.340033501,0.191358025,10.83783784,1.481481481,2.2,Sty,US,stereotype
d0401934bef748c3b550fc92227a515e,3rd,83.05467879,551,7.346666667,3.159392789,3.034063019,1.08892922,0.181818182,13.58536585,1.487012987,2.375,Sty,US,disagreement
d0401934bef748c3b550fc92227a515e,1st,65.481737,549,6.949367089,2.739884393,2.99080481,0.364298725,0.185185185,9.594202899,1.548148148,1.5,Sty,US,technology
71f01194b930498fae3707150980fc7c,2nd,82.57861635,593,7.231707317,3.028419183,3.100045881,1.011804384,0.157480315,10.84722222,1.535433071,1.566666667,Sty,UK,stereotype
71f01194b930498fae3707150980fc7c,3rd,79.35294823,620,6.888888889,3.302876481,3.095576127,1.612903226,0.149350649,10.35294118,1.467532468,1.482758621,Sty,UK,disagreement
71f01194b930498fae3707150980fc7c,1st,63.48878205,591,7.035714286,3.003603604,2.930586318,0.338409475,0.173076923,9.818181818,1.493589744,1.388888889,Sty,UK,technology
1fc13994f2104ff3a2bdc1a26764c0e4,2nd,90.36885246,550,7.142857143,3.148571429,3.089293683,1.272727273,0.180451128,11.96052632,1.578947368,2.2,Sty,UK,technology
1fc13994f2104ff3a2bdc1a26764c0e4,1st,80.28444034,544,6.8,2.994208494,3.050635526,1.102941176,0.154411765,11.78651685,1.485294118,1.576923077,Sty,UK,stereotype
1fc13994f2104ff3a2bdc1a26764c0e4,3rd,68.43967014,556,7.830985915,3.142857143,2.990136507,2.338129496,0.167785235,12.975,1.644295302,2.666666667,Sty,UK,workplace
2d8390c6612d4d2ebd36ac5f0fa7e42b,2nd,94.24875663,557,6.188888889,3.278810409,3.030473117,1.795332136,0.171974522,13.89285714,1.420382166,2.368421053,Sty,UK,stereotype
2d8390c6612d4d2ebd36ac5f0fa7e42b,3rd,81.29417429,558,7.063291139,3.114018692,3.071699717,4.301075269,0.256410256,11.93589744,1.608974359,2.304347826,Sty,UK,disagreement
2d8390c6612d4d2ebd36ac5f0fa7e42b,1st,68.74076229,542,7.633802817,3.216061185,3.092714463,1.47601476,0.188405797,14.39759036,1.5,2.526315789,Sty,UK,technology
e2027484c2c54949a67ea504d2a58ae0,3rd,112.4567559,552,7.774647887,3.415270019,3.111719223,1.811594203,0.19205298,15.97142857,1.668874172,3,Sty,AUS,disagreement
e2027484c2c54949a67ea504d2a58ae0,2nd,100.2230769,559,8.101449275,3.658627087,3.05444297,1.967799642,0.291970803,11.1,1.671532847,2.75,Sty,AUS,dream
e2027484c2c54949a67ea504d2a58ae0,1st,84.89940185,568,8.875,3.582733813,3.03275552,3.169014085,0.20979021,16.03797468,1.636363636,5.083333333,Sty,AUS,technology
3e37ef6ffac84e84ab495b01771607bf,3rd,109.1878894,562,8.515151515,3.411439114,3.056304894,4.09252669,0.344827586,12.84810127,1.717241379,2.65,Sty,UK,disagreement
3e37ef6ffac84e84ab495b01771607bf,2nd,80.9409354,566,9.433333333,2.917757009,2.998027666,1.413427562,0.176470588,12.73015873,1.620915033,1.483870968,Sty,UK,stereotype
3e37ef6ffac84e84ab495b01771607bf,1st,78.96152028,579,7.72,2.779411765,2.967286183,1.899827288,0.173611111,10.19753086,1.576388889,1.4,Sty,UK,dream
1785d2ed83874c3492b4cbdc21e9c81e,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,UK,NA
1785d2ed83874c3492b4cbdc21e9c81e,2nd,83.59405208,628,8.845070423,3.540983607,2.989461569,3.821656051,0.172839506,13.7027027,1.580246914,3.444444444,Sty,UK,stereotype
1785d2ed83874c3492b4cbdc21e9c81e,1st,50.85113008,740,7.956989247,3.480501393,2.962815547,2.162162162,0.217142857,12.67924528,1.662857143,3.363636364,Sty,UK,dream
2b5bdbd7adbb424bb7dc9c29b66a4299,1st,100.459425,604,8.753623188,2.970331588,3.093154935,1.655629139,0.283950617,11.975,1.75308642,1.483870968,Sty,UK,dream
2b5bdbd7adbb424bb7dc9c29b66a4299,3rd,95.16031319,588,8.166666667,3.2,3.051556733,0.850340136,0.1875,12.6097561,1.513888889,2.043478261,Sty,UK,workplace
2b5bdbd7adbb424bb7dc9c29b66a4299,2nd,90.04087531,645,7.247191011,3.170454545,3.055381382,3.565891473,0.193181818,12.05813953,1.579545455,1.689655172,Sty,UK,stereotype
dac298a4bb1c44c2bccdebdd646061af,2nd,85.58384957,572,7.944444444,2.913443831,3.071945294,1.398601399,0.265822785,11.26666667,1.588607595,2.172413793,Sty,CAN,stereotype
dac298a4bb1c44c2bccdebdd646061af,1st,82.58080471,583,6.779069767,2.784810127,3.006045854,0.857632933,0.21656051,10.73,1.515923567,2.2,Sty,CAN,technology
dac298a4bb1c44c2bccdebdd646061af,3rd,75.7972245,523,7.924242424,2.920792079,3.023816805,2.676864245,0.3828125,14.05194805,1.953125,3.388888889,Sty,CAN,disagreement
80da3c7a72a343fbbf9ff57eecc40477,2nd,93.34400782,577,8.611940299,3.352087114,2.998276286,2.94627383,0.160839161,10.8974359,1.594405594,2.346153846,Sty,AUS,stereotype
80da3c7a72a343fbbf9ff57eecc40477,3rd,85.76219285,591,7.035714286,3.231858407,3.10057163,2.538071066,0.197183099,9.904761905,1.563380282,1.884615385,Sty,AUS,workplace
80da3c7a72a343fbbf9ff57eecc40477,1st,81.7069967,598,7.035294118,3.075704225,2.962253407,1.003344482,0.167883212,10.79120879,1.576642336,1.966666667,Sty,AUS,dream
77caf67b3a4a407ca7a2d459dc48364f,1st,90.10133012,575,8.333333333,3.877477477,3.034639458,0.869565217,0.288590604,14.48809524,1.684563758,2.45,Sty,UK,technology
77caf67b3a4a407ca7a2d459dc48364f,3rd,88.45042959,565,8.432835821,4.27173913,3.057718886,1.769911504,0.14893617,15.15853659,1.468085106,4.076923077,Sty,UK,workplace
77caf67b3a4a407ca7a2d459dc48364f,2nd,86.89697543,611,8.146666667,3.387478849,2.950214763,1.963993453,0.124260355,13.30952381,1.50887574,2.8,Sty,UK,dream
c871b448405442ad9a4f52c126a4ac6b,2nd,139.5409584,571,7.613333333,2.974311927,3.106065645,1.576182137,0.318518519,10.91025641,1.651851852,1.961538462,Sty,UK,technology
c871b448405442ad9a4f52c126a4ac6b,3rd,68.2729886,548,6.227272727,3.537174721,3.001122447,0.729927007,0.124137931,17.28846154,1.482758621,4.3,Sty,UK,disagreement
c871b448405442ad9a4f52c126a4ac6b,1st,66.01847291,539,7.186666667,3.285444234,3.042731824,0.927643785,0.273972603,16.47777778,1.616438356,4.6,Sty,UK,dream
90b30d9c59384541b9763039c13735b2,2nd,93.51881068,596,8.514285714,3.143356643,3.005068527,1.677852349,0.263473054,11.72972973,1.658682635,2.541666667,Sty,UK,stereotype
90b30d9c59384541b9763039c13735b2,1st,87.56284585,556,10.10909091,3.8,3.036594291,3.776978417,0.189349112,15.47761194,1.585798817,4.4375,Sty,UK,dream
90b30d9c59384541b9763039c13735b2,3rd,64.09016055,615,7.068965517,3.2,3.038161267,0.325203252,0.176100629,13.90243902,1.578616352,2.36,Sty,UK,workplace
6f635b8e0e1d467381ca8654e664bde7,2nd,101.3912644,610,6.931818182,2.920552677,3.083193871,2.131147541,0.260273973,10.98765432,1.623287671,1.483870968,Sty,CAN,technology
6f635b8e0e1d467381ca8654e664bde7,1st,97.81090439,577,6.709302326,2.771480804,3.044305285,2.079722704,0.222222222,10.68478261,1.659259259,1.533333333,Sty,CAN,dream
6f635b8e0e1d467381ca8654e664bde7,3rd,84.02695418,605,7.202380952,2.984429066,3.099066304,1.818181818,0.216049383,11.02083333,1.586419753,1.777777778,Sty,CAN,workplace
670dcafa70504d8f8a2dc5a4d149582b,1st,64.75045269,576,7.111111111,3.268876611,2.98925293,1.388888889,0.150326797,10.80246914,1.496732026,1.363636364,Sty,CAN,technology
670dcafa70504d8f8a2dc5a4d149582b,2nd,64.31426665,567,8.462686567,2.985130112,2.973794866,2.292768959,0.274509804,12.5625,1.660130719,2.206896552,Sty,CAN,dream
670dcafa70504d8f8a2dc5a4d149582b,3rd,62.62938768,578,7.316455696,2.894052045,3.027459072,3.806228374,0.188311688,10.08860759,1.616883117,1.225,Sty,CAN,disagreement
336c1167e46c435a9106e938e7fc930a,1st,98.09085201,612,8.16,3.042881647,3.005591936,1.960784314,0.169590643,11.61038961,1.555555556,2.310344828,Sty,US,stereotype
336c1167e46c435a9106e938e7fc930a,3rd,95.39195144,550,8.461538462,3.156899811,2.974654687,2.727272727,0.218045113,12.79220779,1.661654135,3.285714286,Sty,US,workplace
336c1167e46c435a9106e938e7fc930a,2nd,87.85939967,604,8.388888889,2.95979021,2.998094097,0.993377483,0.145695364,11.48529412,1.490066225,1.875,Sty,US,dream
1638a48e4e1f42afa73902f4eb7f2ec7,2nd,93.06340787,567,7.985915493,3.352189781,3.086096361,1.058201058,0.184210526,14.38888889,1.486842105,2.526315789,Sty,AUS,technology
1638a48e4e1f42afa73902f4eb7f2ec7,3rd,89.12579051,567,10.30909091,3.841818182,3.014273404,2.469135802,0.296052632,14.86956522,1.717105263,2.941176471,Sty,AUS,disagreement
1638a48e4e1f42afa73902f4eb7f2ec7,1st,64.71428671,543,7.869565217,3.398481973,3.098067453,2.209944751,0.173611111,13.8625,1.569444444,2.75,Sty,AUS,stereotype
01c79ced5e944f53a59ab4ffa85055a8,3rd,110.6897503,577,7.12345679,2.846994536,3.047425965,1.733102253,0.24,10.03333333,1.746666667,1.535714286,Sty,US,workplace
01c79ced5e944f53a59ab4ffa85055a8,2nd,80.7770589,578,6.963855422,2.886861314,3.071069675,0.692041522,0.20979021,11.1686747,1.636363636,1.633333333,Sty,US,dream
01c79ced5e944f53a59ab4ffa85055a8,1st,72.01502146,589,6.472527473,2.879496403,3.08419854,1.018675722,0.225352113,10.24705882,1.676056338,1.606060606,Sty,US,technology
983c3f417e80451c81768fd16b5ac0aa,2nd,106.5151898,573,8.070422535,3.023853211,3.059232496,1.919720768,0.379032258,12.30555556,1.879032258,1.892857143,Sty,NZ,dream
983c3f417e80451c81768fd16b5ac0aa,3rd,95.68003055,641,10.50819672,3.435064935,2.956713752,6.24024961,0.41025641,12.84126984,1.852564103,3.2,Sty,NZ,disagreement
983c3f417e80451c81768fd16b5ac0aa,1st,93.81191691,597,7.4625,3.090434783,3.042636126,2.512562814,0.312056738,14.28915663,1.85106383,2.590909091,Sty,NZ,technology
0bc8bd0123184ea8a2fcf7ebbd131a75,2nd,82.22559884,617,7.345238095,3.055837563,3.033320168,0.810372771,0.16025641,11.74358974,1.474358974,2.153846154,Sty,NZ,technology
0bc8bd0123184ea8a2fcf7ebbd131a75,1st,72.57142857,548,7.116883117,3.055449331,3.108952479,1.459854015,0.246031746,12.26666667,1.634920635,1.8,Sty,NZ,dream
0bc8bd0123184ea8a2fcf7ebbd131a75,3rd,66.97021067,546,6.740740741,3.28030303,3.06638395,1.648351648,0.169230769,13.25,1.584615385,2,Sty,NZ,workplace
29e07c037ec9427392e5bb6ecb83ab08,2nd,90.51367,582,7.185185185,2.985480944,3.008627133,1.202749141,0.210526316,10.63380282,1.526315789,1.806451613,Sty,UK,dream
29e07c037ec9427392e5bb6ecb83ab08,3rd,80.50375309,580,6.516853933,3.092896175,3.037260702,1.034482759,0.143884892,9.855421687,1.54676259,1.35483871,Sty,UK,workplace
29e07c037ec9427392e5bb6ecb83ab08,1st,69.82926815,561,7.0125,2.819548872,3.026185716,1.069518717,0.214814815,10.91025641,1.733333333,1.655172414,Sty,UK,technology
d73d337956a649beb5d9e4ed8a12972c,2nd,131.5,568,9.627118644,3.086556169,3.051612373,1.232394366,0.32885906,12.44155844,1.711409396,2.16,Sty,UK,stereotype
d73d337956a649beb5d9e4ed8a12972c,3rd,85.16069069,567,7.363636364,3.119705341,3.099653019,2.821869489,0.251908397,12.49382716,1.610687023,2.208333333,Sty,UK,workplace
d73d337956a649beb5d9e4ed8a12972c,1st,79.07707797,538,10.54901961,3.195736434,2.99130242,2.044609665,0.315384615,13.625,1.930769231,2.590909091,Sty,UK,dream
5221dfc5710648ea94fa5c6f68afd052,1st,68.97321429,542,7.527777778,3.250957854,3.041145192,2.029520295,0.20979021,14.10958904,1.587412587,2.25,Sty,UK,stereotype
5221dfc5710648ea94fa5c6f68afd052,3rd,62.77141307,547,8.287878788,3.115530303,3.088256501,3.10786106,0.359375,11.61643836,1.84375,2.473684211,Sty,UK,workplace
5221dfc5710648ea94fa5c6f68afd052,2nd,49.78333333,555,6.235955056,2.863377609,2.98032993,2.702702703,0.123287671,11.53763441,1.506849315,1.892857143,Sty,UK,dream
b45a2ce7e9944e77a9e899564c4de107,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,CAN,NA
b45a2ce7e9944e77a9e899564c4de107,2nd,112.3638927,574,9.111111111,3.259528131,3.024056755,1.567944251,0.25,12.34285714,1.689189189,2.217391304,Sty,CAN,technology
b45a2ce7e9944e77a9e899564c4de107,1st,87.09246827,578,8.892307692,3.089928058,2.976492017,2.422145329,0.202797203,14.04411765,1.552447552,3.045454545,Sty,CAN,stereotype
5002929adcd24ccd9f0e99c5e3929c7b,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,NZ,NA
5002929adcd24ccd9f0e99c5e3929c7b,2nd,118.4261112,602,7.921052632,3.317157712,3.008568442,1.827242525,0.244755245,11.88505747,1.559440559,2.44,Sty,NZ,technology
5002929adcd24ccd9f0e99c5e3929c7b,1st,92.26722756,651,9.71641791,3.208667737,2.989387039,3.533026114,0.281609195,12.13953488,1.706896552,2.285714286,Sty,NZ,stereotype
b963f05b38f4460fa8296ce36694036b,3rd,111.8237951,603,6.347368421,2.868561279,3.057904249,1.492537313,0.220689655,9.448275862,1.620689655,1,Sty,US,workplace
b963f05b38f4460fa8296ce36694036b,2nd,94.40085963,578,7.706666667,2.956363636,3.064923443,0.519031142,0.159722222,12.5,1.520833333,1.714285714,Sty,US,stereotype
b963f05b38f4460fa8296ce36694036b,1st,81.20218579,567,8.462686567,3.137037037,3.051733627,1.587301587,0.28125,11.43939394,1.6953125,1.962962963,Sty,US,dream
163a8758995540b79f6d2e92d2f92717,2nd,92.40424045,586,7.710526316,3.075539568,3.004312225,1.365187713,0.202614379,10.09574468,1.620915033,1.433333333,Sty,UK,technology
163a8758995540b79f6d2e92d2f92717,1st,71.44508435,775,9.226190476,3.075778078,3.023703078,1.935483871,0.253731343,11.50485437,1.721393035,2.083333333,Sty,UK,stereotype
163a8758995540b79f6d2e92d2f92717,3rd,61.16758121,546,7.690140845,2.96749522,2.983228322,2.380952381,0.162962963,12.17105263,1.496296296,1.956521739,Sty,UK,disagreement
860f9177d2bc4b978379a5ee1e0f7ba6,1st,91.52840322,560,6.588235294,2.937969925,3.059031042,1.25,0.09202454,10.79518072,1.380368098,1.642857143,Sty,CAN,stereotype
860f9177d2bc4b978379a5ee1e0f7ba6,2nd,90.1202984,576,7.890410959,3.005424955,3.037449161,2.430555556,0.209459459,12.34666667,1.628378378,2.086956522,Sty,CAN,dream
860f9177d2bc4b978379a5ee1e0f7ba6,3rd,67.87483001,543,6.961538462,3.174904943,3.082905745,2.578268877,0.214876033,15.21590909,1.561983471,3,Sty,CAN,workplace
f09ce04a1a284b5b80f079bf11a92db4,2nd,102.4221254,551,7.76056338,2.956190476,3.075077892,1.996370236,0.213793103,10.76,1.586206897,2.038461538,Sty,AUS,stereotype
f09ce04a1a284b5b80f079bf11a92db4,3rd,91.74946718,570,8.507462687,3.147810219,3.0871261,4.035087719,0.287769784,10.96428571,1.71942446,2.545454545,Sty,AUS,workplace
f09ce04a1a284b5b80f079bf11a92db4,1st,76.68693222,556,8.424242424,3.228037383,3.069415789,1.798561151,0.459677419,13.18666667,2.016129032,2.857142857,Sty,AUS,dream
20284aef1bf54183be6fce8568b82c52,2nd,123.5690441,613,7.759493671,3.55008489,2.994000557,1.305057096,0.284810127,12.0125,1.651898734,1.833333333,Sty,CAN,technology
20284aef1bf54183be6fce8568b82c52,3rd,90.63531812,582,7.97260274,3.471530249,3.090460948,1.718213058,0.169934641,14.16666667,1.529411765,3.6,Sty,CAN,workplace
20284aef1bf54183be6fce8568b82c52,1st,85.42986967,571,8.651515152,3.849364791,3.021761415,2.626970228,0.14893617,13.24285714,1.588652482,3.1,Sty,CAN,stereotype
b244876bcc674f2a98dcf124930c990f,3rd,102.9198703,553,8.507692308,3.246268657,3.068747493,1.084990958,0.253623188,14.26760563,1.695652174,3.352941176,Sty,UK,disagreement
b244876bcc674f2a98dcf124930c990f,1st,98.29698795,582,8.314285714,3.175090253,3.044706061,1.546391753,0.314685315,12.52238806,1.797202797,1.642857143,Sty,UK,technology
b244876bcc674f2a98dcf124930c990f,2nd,95.60822915,572,7.428571429,2.922365989,3.06346414,1.398601399,0.235714286,10.23255814,1.664285714,1.290322581,Sty,UK,dream
355276d274024419bc9b0c500a2cf1fc,1st,77.23386824,569,6.93902439,2.935185185,3.029636562,1.054481547,0.272,11.36363636,1.64,1.551724138,Sty,UK,dream
355276d274024419bc9b0c500a2cf1fc,3rd,73.50989519,615,7.592592593,3.201694915,3.026006461,3.089430894,0.192307692,12.24418605,1.576923077,2.4,Sty,UK,workplace
355276d274024419bc9b0c500a2cf1fc,2nd,71.39985945,564,7.943661972,3.096654275,3.005479182,0.709219858,0.163265306,13.33783784,1.523809524,2.115384615,Sty,UK,technology
3bb99ae52f05467e8561686acdaaa9cc,3rd,72.84241512,562,6.771084337,3.308823529,3.020842246,3.202846975,0.169014085,12.89411765,1.598591549,2.888888889,Sty,CAN,workplace
3bb99ae52f05467e8561686acdaaa9cc,2nd,72.81023002,564,6.337078652,3.179816514,3.070387561,1.595744681,0.150943396,12.40449438,1.433962264,2.421052632,Sty,CAN,technology
3bb99ae52f05467e8561686acdaaa9cc,1st,57.93988834,603,8.492957746,3.144329897,3.055563389,1.326699834,0.270833333,12.65168539,1.680555556,3.476190476,Sty,CAN,dream
e0a596850da4402f9b34bfc1c75dcee5,3rd,111.9290599,582,8.686567164,3.019748654,2.993210949,2.06185567,0.110344828,11.64864865,1.413793103,2.84,Sty,AUS,workplace
e0a596850da4402f9b34bfc1c75dcee5,2nd,80.97250679,598,8.191780822,3.370629371,3.024425395,2.341137124,0.177631579,12.89285714,1.552631579,1.923076923,Sty,AUS,stereotype
e0a596850da4402f9b34bfc1c75dcee5,1st,70.10943031,569,7.38961039,3.022181146,2.99821794,2.636203866,0.193939394,9.77027027,1.490909091,1.642857143,Sty,AUS,dream
fff5ec05362e4201b0c7bc408fce6b69,3rd,186.7518939,650,7.831325301,3.2070626,3.045730978,2.461538462,0.367088608,11.35576923,1.85443038,2.222222222,Sty,NZ,disagreement
fff5ec05362e4201b0c7bc408fce6b69,2nd,117.381709,590,8.309859155,3.345132743,3.076157555,2.203389831,0.373239437,11.8,1.978873239,2.32,Sty,NZ,stereotype
fff5ec05362e4201b0c7bc408fce6b69,1st,91.07465103,642,9.441176471,3.142857143,3.039001994,3.271028037,0.454545455,12.35897436,2.020979021,3.153846154,Sty,NZ,technology
de1e00be807a4b18b97e4a2d747ceea1,2nd,85.90309496,654,6.54,3.044657097,3.09289598,1.376146789,0.189542484,12.35789474,1.54248366,1.925925926,Sty,CAN,dream
de1e00be807a4b18b97e4a2d747ceea1,1st,85.88555879,593,7.231707317,3.332743363,3.048838208,1.517706577,0.165467626,12.67948718,1.446043165,1.857142857,Sty,CAN,technology
de1e00be807a4b18b97e4a2d747ceea1,3rd,68.14368738,616,8.676056338,3.739565943,3.01340284,2.435064935,0.268115942,15.19736842,1.702898551,3.117647059,Sty,CAN,workplace
aa63afe0329d450c91d6adceedf38f58,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,US,NA
aa63afe0329d450c91d6adceedf38f58,2nd,96.73875598,562,6.853658537,3.016885553,3.015292776,2.669039146,0.248275862,8.298850575,1.579310345,1.586206897,Sty,US,dream
aa63afe0329d450c91d6adceedf38f58,1st,86.9903491,565,8.968253968,3.046210721,2.976824655,2.831858407,0.263513514,11.67692308,1.594594595,2.291666667,Sty,US,stereotype
2ca366a2b9bd4b058ae85bec20613dc3,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,NZ,NA
2ca366a2b9bd4b058ae85bec20613dc3,2nd,89.09120654,513,8.844827586,3.040567951,3.077697358,1.949317739,0.2265625,10.72580645,1.65625,2.6,Sty,NZ,technology
2ca366a2b9bd4b058ae85bec20613dc3,1st,72.85714286,563,7.819444444,3.2141527,3.056813463,2.309058615,0.184615385,10.84057971,1.569230769,1.653846154,Sty,NZ,stereotype
131d4fbfd7f24da7b335875027978890,2nd,80.32092199,553,7.788732394,2.859315589,3.008212776,2.712477396,0.253424658,11.43055556,1.582191781,2.037037037,Sty,AUS,technology
131d4fbfd7f24da7b335875027978890,3rd,77.95823744,566,8.085714286,2.862781955,2.998565229,2.120141343,0.22972973,9.5,1.608108108,1.470588235,Sty,AUS,workplace
131d4fbfd7f24da7b335875027978890,1st,68.41537638,571,6.717647059,2.666037736,3.012011036,1.926444834,0.153333333,9.786666667,1.473333333,1.219512195,Sty,AUS,dream
12bbfee2b12c434bb14b9ff3f5cdae7c,2nd,117.4403916,645,8.716216216,3.336025848,3.067308755,0.620155039,0.342465753,14.54545455,1.856164384,2.153846154,Sty,CAN,stereotype
12bbfee2b12c434bb14b9ff3f5cdae7c,1st,89.02570433,651,7.314606742,3.15483871,2.904770259,1.075268817,0.261904762,12.55670103,1.69047619,2.419354839,Sty,CAN,technology
12bbfee2b12c434bb14b9ff3f5cdae7c,3rd,76.50754345,939,8.694444444,3.625962596,3.051847306,1.171458999,0.156521739,17.07272727,1.569565217,3.233333333,Sty,CAN,disagreement
e559c7cdd96a4b53935e2eee901e92ad,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,AUS,NA
e559c7cdd96a4b53935e2eee901e92ad,2nd,144.3407646,583,7.024096386,2.967684022,3.018500023,1.200686106,0.134751773,11.21111111,1.460992908,1.653846154,Sty,AUS,dream
e559c7cdd96a4b53935e2eee901e92ad,1st,86.00792079,557,8.313432836,3.186915888,3.019326887,0.718132855,0.201438849,12.98611111,1.604316547,2.136363636,Sty,AUS,technology
b11cffda53ed4b24a3fa32890321e9f9,2nd,98.32727273,579,7.824324324,2.812043796,3.110072329,3.972366149,0.421428571,10.02564103,1.892857143,1.483870968,Sty,AUS,dream
b11cffda53ed4b24a3fa32890321e9f9,1st,73.25217265,546,7,2.706225681,3.15632144,3.113553114,0.225806452,11.96551724,1.567741935,1.5625,Sty,AUS,stereotype
b11cffda53ed4b24a3fa32890321e9f9,3rd,61.28685347,565,6.010638298,2.617702448,3.075306949,3.185840708,0.133333333,10.56989247,1.553333333,1.441176471,Sty,AUS,disagreement
6ee70899ffc04126b03098273cc90bdd,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sty,NZ,NA
6ee70899ffc04126b03098273cc90bdd,2nd,62.46853433,573,7.64,3.150735294,2.99205287,1.221640489,0.097902098,10.2875,1.370629371,1.75862069,Sty,NZ,stereotype
6ee70899ffc04126b03098273cc90bdd,1st,51.18246753,595,6.134020619,2.91218638,2.981460561,0.840336134,0.119205298,8.577319588,1.298013245,0.864864865,Sty,NZ,dream
bd5f8fc3afc444a38cc5eed1272589ad,2nd,67.09246575,749,7.49,3.278008299,3.093864312,1.335113485,0.207070707,12.73333333,1.545454545,2.230769231,Sty,UK,dream
bd5f8fc3afc444a38cc5eed1272589ad,1st,66.11136115,672,7.466666667,3.368663594,3.055051869,2.232142857,0.179190751,14.4787234,1.583815029,2.380952381,Sty,UK,stereotype
bd5f8fc3afc444a38cc5eed1272589ad,3rd,60.28974786,589,7.096385542,3.457746479,3.078780251,1.018675722,0.111888112,13.56842105,1.412587413,1.904761905,Sty,UK,workplace
10652930e6a042869b8ca399012dca21,2nd,96.47002967,567,8.859375,3.085185185,3.002257343,1.058201058,0.257142857,11.73972603,1.65,2.777777778,Sty,CAN,technology
10652930e6a042869b8ca399012dca21,3rd,86.90653683,570,9.047619048,3.260869565,3.030677436,2.98245614,0.28057554,16.58227848,1.884892086,3.333333333,Sty,CAN,disagreement
10652930e6a042869b8ca399012dca21,1st,65.60235251,550,9.166666667,2.917782027,3.108535569,1.636363636,0.195804196,12.76470588,1.622377622,1.740740741,Sty,CAN,stereotype
72ac39fd5eb04ff392e63f4b037ac772,2nd,102.5821642,787,7.220183486,2.881016043,3.10895662,2.795425667,0.274111675,10.89565217,1.705583756,1.871794872,Sty,AUS,stereotype
72ac39fd5eb04ff392e63f4b037ac772,1st,81.54626471,687,7.231578947,3.039755352,3.06937582,1.455604076,0.229508197,11.06666667,1.540983607,2.121212121,Sty,AUS,technology
